id,Age,Gender,Reviews_Read,Price,Discount,Category,Items_In_Cart,Time_of_Day,Email_Interaction,Device_Type,Payment_Method,Referral_Source,Socioeconomic_Status_Score,Engagement_Score,AB_Bucket,Price_Sine,Session_ID,Day,Campaign_Period,Purchase
163,23.0,1.0,2.0,573.189,27.0,0.0,1.0,morning,0.0,Mobile,Cash,Ads,4.43,2.2060636509745,3.0,0.41496724112152,S0000241,18,False,0
164,52.0,1.0,5.0,937.24,20.0,2.0,3.0,afternoon,1.0,Mobile,PayPal,Search_engine,4.53,3.15653625669866,4.0,0.973068033864564,S0000242,34,True,0
165,65.0,1.0,3.0,234.109,32.0,2.0,4.0,,0.0,Mobile,Bank,Ads,1.17,3.83415960247404,5.0,0.425654393954318,S0000243,63,False,0
166,18.0,1.0,2.0,588.079,40.0,1.0,0.0,morning,1.0,Mobile,Credit,Email,10.44,0.31420454588125,6.0,0.950589424492659,S0000244,13,False,1
167,21.0,1.0,1.0,554.84,2.0,2.0,0.0,morning,0.0,Mobile,Credit,Social_media,0.85,1.48669506913499,0.0,-0.557591941490941,S0000245,59,False,0
168,38.0,0.0,2.0,764.111,23.0,3.0,4.0,evening,1.0,Mobile,Bank,Email,8.57,4.79574521559401,1.0,-0.999235290183407,S0000246,57,False,0
169,29.0,0.0,3.0,539.391,49.0,4.0,,morning,0.0,Desktop,Credit,Search_engine,1.93,1.2697170470886,3.0,-0.992684025993926,S0000248,58,False,1
170,54.0,0.0,0.0,276.918,30.0,2.0,3.0,morning,1.0,Mobile,Credit,Search_engine,3.82,3.45956550795802,4.0,0.318010143122565,S0000249,3,False,0
171,36.0,0.0,3.0,92.785,3.0,4.0,0.0,afternoon,1.0,Mobile,PayPal,Social_media,6.69,2.08439474470916,5.0,-0.90375538160073,S0000250,20,False,1
172,,0.0,3.0,878.027,24.0,0.0,6.0,evening,0.0,Mobile,PayPal,Ads,0.52,1.19894763639919,6.0,-0.996424259638233,S0000251,3,False,0
173,,1.0,4.0,165.19,35.0,2.0,6.0,afternoon,1.0,Desktop,PayPal,Ads,5.95,3.60324613376942,0.0,0.245034947282654,S0000252,31,True,1
174,28.0,0.0,4.0,583.702,25.0,4.0,1.0,afternoon,0.0,Desktop,Bank,Search_engine,2.61,0.606113249397565,1.0,0.847873911923625,S0000253,8,False,0
175,29.0,,7.0,,40.0,,6.0,morning,0.0,Tablet,Bank,Ads,6.08,1.07437812986792,3.0,0.673439415701399,S0000255,19,False,0
176,36.0,1.0,1.0,103.089,47.0,4.0,5.0,evening,0.0,Desktop,Credit,Ads,4.4,3.58279447449409,4.0,-0.527808769688321,S0000256,66,False,0
177,,0.0,2.0,241.953,42.0,2.0,1.0,evening,1.0,Mobile,Credit,Social_media,1.9,1.40224852309564,0.0,0.767840021465166,S0000259,31,True,1
179,18.0,1.0,2.0,199.881,43.0,1.0,0.0,afternoon,1.0,Desktop,Bank,Social_media,6.15,4.65183258212568,2.0,-0.994073457838214,S0000261,63,False,1
180,,0.0,6.0,601.616,10.0,1.0,1.0,morning,1.0,Desktop,Credit,Email,6.8,4.21364841872704,4.0,0.906284146289004,S0000263,52,False,1
181,,1.0,9.0,212.916,7.0,4.0,4.0,evening,0.0,Mobile,Bank,Social_media,4.6,0.365147855317427,6.0,-0.672590573305983,S0000265,37,True,0
182,31.0,1.0,2.0,427.956,47.0,4.0,2.0,evening,1.0,Tablet,Bank,Email,4.8,1.33438451992533,3.0,-0.977318949393797,S0000269,12,False,1
183,22.0,1.0,4.0,833.512,30.0,2.0,2.0,afternoon,0.0,Desktop,PayPal,Email,3.68,1.99919306542064,0.0,0.729552617109838,S0000273,33,True,1
184,37.0,0.0,1.0,114.764,7.0,1.0,4.0,morning,0.0,Mobile,Cash,Email,2.58,0.263768480007821,1.0,0.0924602224509568,S0000274,50,True,0
185,31.0,0.0,5.0,53.592,37.0,2.0,4.0,evening,1.0,Mobile,PayPal,Ads,4.4,5.57215403217776,2.0,0.163521665907879,S0000275,41,True,1
186,28.0,0.0,3.0,237.338,6.0,3.0,2.0,evening,0.0,Mobile,Cash,Email,2.18,0.80170646398346,3.0,0.580281121701,S0000276,65,False,0
187,22.0,0.0,3.0,498.074,14.0,2.0,4.0,morning,0.0,Desktop,Credit,Search_engine,4.7,1.56415198844218,5.0,0.567573876731829,S0000278,63,False,0
188,53.0,1.0,0.0,37.996,47.0,2.0,4.0,afternoon,1.0,Mobile,PayPal,Ads,3.39,4.30911492053538,6.0,0.857661088185595,S0000279,26,True,1
189,,1.0,,157.194,4.0,3.0,3.0,morning,1.0,Desktop,Cash,Social_media,9.77,0.345914969582651,0.0,,S0000280,18,False,0
190,52.0,0.0,4.0,86.175,22.0,4.0,9.0,morning,1.0,Desktop,Bank,Email,0.23,2.85635202493909,2.0,-0.997180493299595,S0000282,15,False,0
191,46.0,0.0,,210.988,34.0,1.0,1.0,afternoon,0.0,Mobile,Cash,Ads,5.93,4.16362449242645,3.0,-0.74784834812672,S0000283,62,False,1
192,37.0,0.0,1.0,796.203,14.0,1.0,5.0,evening,0.0,Mobile,PayPal,Search_engine,1.26,0.0304452243772342,4.0,0.248569236052946,S0000284,41,True,0
193,18.0,1.0,2.0,985.629,14.0,2.0,2.0,evening,1.0,Desktop,Cash,Direct,4.48,0.69577386194064,5.0,-0.975743405034604,S0000285,46,True,0
194,23.0,0.0,3.0,285.717,16.0,4.0,2.0,morning,1.0,Desktop,Bank,Search_engine,2.04,1.44794069323171,6.0,-0.164452963820046,S0000286,60,False,1
195,34.0,1.0,4.0,775.037,40.0,1.0,2.0,afternoon,1.0,Desktop,Cash,Direct,8.44,1.42646500675926,0.0,-0.798431771338732,S0000287,24,False,1
196,,1.0,4.0,666.68,13.0,1.0,2.0,evening,1.0,Mobile,Cash,Social_media,3.69,3.47638589085766,1.0,-0.614170207292715,S0000288,8,False,1
197,39.0,1.0,3.0,411.827,25.0,4.0,3.0,evening,0.0,Tablet,Cash,Social_media,0.18,0.635403835108173,6.0,-0.775892886032219,S0000293,13,False,0
198,32.0,0.0,1.0,596.093,26.0,1.0,0.0,morning,0.0,Mobile,Credit,Email,6.46,0.163101497756229,0.0,0.991619493699747,S0000294,29,True,1
199,45.0,1.0,3.0,252.609,3.0,4.0,5.0,evening,0.0,Mobile,Bank,Email,6.23,2.40186040266929,1.0,0.994665831729706,S0000295,15,False,0
200,,1.0,2.0,391.479,12.0,1.0,5.0,evening,1.0,Mobile,Bank,Ads,4.2,3.2188758248682,4.0,0.239950869610958,S0000298,25,True,0
201,60.0,1.0,6.0,749.417,14.0,4.0,4.0,morning,0.0,Desktop,Cash,Direct,6.73,1.5313053728701,5.0,-0.712863769226106,S0000299,1,False,0
202,,0.0,5.0,995.541,37.0,1.0,3.0,evening,1.0,Desktop,Bank,Search_engine,5.12,3.22191883275313,6.0,,S0000300,14,False,1
203,45.0,1.0,1.0,559.567,37.0,2.0,1.0,afternoon,0.0,Mobile,PayPal,Ads,5.39,1.23727537018305,0.0,-0.322974721692562,S0000301,26,True,0
204,18.0,1.0,2.0,111.928,34.0,2.0,5.0,morning,1.0,Mobile,Cash,Search_engine,13.41,3.83055002897825,1.0,-0.0649174017034733,S0000302,42,True,0
205,,1.0,4.0,982.432,8.0,1.0,3.0,morning,1.0,Desktop,Credit,Direct,3.77,1.21057230826973,2.0,-0.921715513848682,S0000303,14,False,0
206,55.0,1.0,5.0,61.239,25.0,3.0,5.0,evening,0.0,Mobile,Credit,Email,6.52,0.392421982275074,3.0,-0.257635229993637,S0000304,41,True,0
207,41.0,1.0,1.0,242.486,19.0,2.0,5.0,morning,0.0,Mobile,PayPal,Email,3.56,1.11653823935144,4.0,0.786470756588315,S0000305,26,True,0
208,41.0,0.0,4.0,816.903,46.0,0.0,7.0,evening,0.0,Desktop,Credit,Email,1.42,0.0483628190695148,0.0,0.985653461975643,S0000308,19,False,0
209,,1.0,3.0,969.757,28.0,0.0,1.0,afternoon,0.0,Desktop,PayPal,Ads,4.26,1.83629173441649,2.0,-0.451382260050923,S0000310,29,True,1
210,29.0,1.0,2.0,815.218,13.0,3.0,3.0,evening,1.0,Desktop,PayPal,Direct,0.04,4.72894140350512,3.0,0.965561180139734,S0000311,60,False,0
211,20.0,1.0,5.0,940.165,21.0,3.0,2.0,evening,1.0,Mobile,Credit,Social_media,1.87,0.194081210556785,5.0,0.922954189594688,S0000313,39,True,1
212,27.0,1.0,0.0,641.417,11.0,3.0,2.0,evening,1.0,Mobile,PayPal,Email,1.16,,6.0,-0.880425407030419,S0000314,41,True,0
213,19.0,1.0,2.0,905.628,4.0,1.0,5.0,morning,1.0,Tablet,PayPal,Search_engine,4.19,5.43117631633591,0.0,0.0471667030879375,S0000315,20,False,0
214,22.0,1.0,1.0,364.373,39.0,1.0,1.0,afternoon,,Desktop,Bank,Ads,3.3,3.84801775770524,1.0,0.984304466574852,S0000316,61,False,1
216,59.0,1.0,5.0,859.644,10.0,0.0,25.0,morning,1.0,Tablet,Cash,Search_engine,7.17,1.41726999792708,,-0.592460923733397,S0000318,30,True,0
217,20.0,1.0,5.0,372.329,21.0,4.0,5.0,morning,1.0,Desktop,PayPal,Search_engine,7.18,3.85818917645412,4.0,0.965199228247166,S0000319,13,False,0
218,22.0,0.0,0.0,,40.0,0.0,3.0,afternoon,1.0,Desktop,Cash,Search_engine,5.47,2.53939840499046,6.0,-0.820591475518706,S0000321,34,True,0
219,18.0,0.0,2.0,55.934,33.0,0.0,1.0,afternoon,0.0,Desktop,PayPal,Ads,3.28,0.491249893052004,1.0,0.0341415728267748,S0000323,24,False,1
220,18.0,0.0,5.0,642.274,39.0,3.0,0.0,evening,1.0,Mobile,Bank,Search_engine,5.12,4.3115695401131,2.0,-0.901995644074441,S0000324,46,True,1
221,46.0,1.0,1.0,964.268,36.0,0.0,1.0,evening,0.0,Desktop,Credit,Direct,3.89,0.237074623114886,3.0,-0.162643593875909,S0000325,4,False,1
222,18.0,0.0,3.0,638.433,46.0,4.0,3.0,evening,,Desktop,Cash,Search_engine,2.29,3.97091696804396,4.0,-0.790105328129368,S0000326,49,True,1
223,44.0,1.0,0.0,104.245,22.0,2.0,3.0,evening,1.0,Mobile,Cash,Social_media,4.14,1.80514422759974,5.0,-0.472210166821738,S0000327,61,False,1
224,42.0,0.0,,,40.0,3.0,5.0,morning,1.0,Mobile,Cash,Ads,1.97,0.571278390107417,2.0,-0.983493571059482,S0000331,60,False,0
225,20.0,1.0,0.0,19.995,12.0,1.0,3.0,morning,1.0,Mobile,PayPal,Email,8.95,0.335172379362114,3.0,0.896068925894641,S0000332,9,False,0
226,40.0,0.0,2.0,411.826,,4.0,3.0,evening,0.0,Mobile,Bank,Email,5.55,1.06147771887349,4.0,-0.77585783679776,S0000333,26,True,0
227,50.0,1.0,3.0,374.42,26.0,3.0,1.0,afternoon,1.0,Tablet,Credit,Email,6.69,2.10234630969548,5.0,0.928382890469592,S0000334,40,True,1
228,30.0,0.0,3.0,826.944,31.0,4.0,21.0,evening,1.0,Desktop,Cash,Ads,6.0,4.51870470955316,6.0,0.925576813029825,S0000335,33,True,0
229,,0.0,3.0,798.204,31.0,0.0,5.0,evening,0.0,Desktop,PayPal,Ads,6.39,2.10234630969548,0.0,0.354490865140862,S0000336,25,True,0
230,48.0,1.0,3.0,224.556,18.0,1.0,2.0,morning,1.0,Desktop,PayPal,Social_media,2.59,1.68782404980218,1.0,-0.0909115835328448,S0000337,31,True,1
231,65.0,0.0,5.0,136.498,33.0,2.0,1.0,evening,0.0,Mobile,Bank,Direct,7.32,0.772124171522018,2.0,0.963568059491324,S0000338,55,False,1
232,63.0,1.0,5.0,576.516,47.0,3.0,6.0,evening,0.0,Desktop,Credit,Search_engine,9.33,3.39616306498102,3.0,0.575111249409378,S0000339,2,False,0
233,30.0,0.0,0.0,841.17,22.0,3.0,1.0,morning,0.0,Desktop,Bank,Search_engine,0.0,1.89433726551071,4.0,0.382243673639115,S0000340,23,False,0
234,34.0,1.0,5.0,804.212,2.0,3.0,1.0,morning,1.0,Desktop,Credit,Direct,9.3,2.53975031490261,5.0,0.64126620142097,S0000341,68,False,0
236,22.0,1.0,3.0,681.059,12.0,4.0,3.0,evening,0.0,Desktop,Bank,Search_engine,6.54,1.09639345677583,3.0,0.137066416102416,S0000346,31,True,0
237,48.0,1.0,2.0,89.623,34.0,3.0,4.0,morning,0.0,Mobile,PayPal,Ads,6.18,4.46881851977234,4.0,-0.964654669341295,S0000347,10,False,0
238,18.0,0.0,6.0,126.507,9.0,4.0,7.0,morning,0.0,Mobile,Cash,Direct,0.88,1.52812506024203,5.0,0.677958107922388,S0000348,49,True,0
239,65.0,0.0,1.0,531.678,33.0,2.0,2.0,morning,1.0,Mobile,Cash,Search_engine,1.53,0.505463183514805,0.0,-0.953104273868717,S0000350,56,False,0
240,48.0,1.0,2.0,690.494,26.0,2.0,3.0,afternoon,0.0,Mobile,PayPal,Social_media,3.19,1.18757579832687,2.0,0.614432076032878,S0000352,49,True,0
241,38.0,1.0,3.0,546.999,9.0,2.0,3.0,morning,0.0,Desktop,PayPal,Email,4.89,2.23473891535969,3.0,-0.855798895338685,S0000353,54,False,1
242,,1.0,3.0,949.808,46.0,3.0,2.0,morning,0.0,Desktop,Bank,Direct,12.32,4.87482472400547,,0.59716656546025,S0000354,33,True,0
243,28.0,1.0,2.0,816.686,48.0,0.0,5.0,evening,1.0,Mobile,PayPal,Social_media,7.75,2.23004260370248,,0.983547129630652,S0000355,41,True,0
244,36.0,0.0,4.0,618.103,9.0,4.0,5.0,evening,0.0,Mobile,Credit,Direct,4.51,2.5299872090438,6.0,0.216730030387073,S0000356,56,False,0
245,28.0,0.0,4.0,492.765,10.0,2.0,2.0,morning,0.0,Tablet,Bank,Ads,2.93,0.959158109119348,0.0,0.782393955674875,S0000357,60,False,0
246,31.0,0.0,2.0,20.35,35.0,1.0,8.0,morning,0.0,Desktop,Credit,Social_media,1.97,4.89783979995091,1.0,0.904649083023482,S0000358,23,False,0
247,,1.0,3.0,501.264,28.0,3.0,1.0,afternoon,0.0,Desktop,Cash,Social_media,1.38,0.564694704840979,2.0,0.413535633021807,S0000359,60,False,1
248,18.0,0.0,4.0,511.526,49.0,2.0,6.0,afternoon,1.0,Mobile,Credit,Search_engine,0.62,2.9831850251555,4.0,-0.143282382670733,S0000361,4,False,0
249,30.0,0.0,1.0,409.395,32.0,3.0,3.0,evening,1.0,Desktop,Bank,Direct,6.91,1.43636363831428,5.0,-0.683843956175191,S0000362,69,False,0
250,23.0,0.0,5.0,,22.0,4.0,0.0,morning,1.0,Mobile,Cash,Search_engine,4.61,1.70437937139476,1.0,0.998673175357934,S0000365,25,True,1
251,34.0,0.0,1.0,706.088,5.0,0.0,3.0,morning,0.0,Desktop,Cash,Social_media,0.17,1.07397294425104,2.0,0.999084345651968,S0000366,45,True,0
252,28.0,0.0,3.0,662.28,90.0,1.0,3.0,evening,1.0,Mobile,Cash,Email,1.95,3.46474143401338,3.0,-0.78690579082967,S0000367,40,True,1
253,31.0,1.0,1.0,,20.0,3.0,5.0,morning,0.0,Mobile,PayPal,Ads,3.96,0.447733681447821,5.0,0.999191221224736,S0000369,26,True,0
254,40.0,0.0,2.0,889.319,15.0,2.0,5.0,afternoon,1.0,Desktop,Cash,Search_engine,2.65,2.25012111910756,6.0,-0.757105704413567,S0000370,47,True,0
255,23.0,0.0,2.0,927.275,10.0,1.0,3.0,afternoon,1.0,Desktop,PayPal,Ads,5.83,4.14438657715485,0.0,0.948920059404185,S0000371,38,True,1
256,29.0,0.0,1.0,616.433,4.0,1.0,3.0,afternoon,0.0,Desktop,PayPal,Social_media,2.29,2.35462786685894,1.0,0.306240639121853,S0000372,60,False,0
257,33.0,1.0,2.0,332.445,8.0,3.0,1.0,evening,1.0,Desktop,Bank,Social_media,1.96,5.15177322509012,2.0,-0.371281928536978,S0000373,10,False,1
258,33.0,0.0,,89.604,11.0,4.0,2.0,morning,1.0,Desktop,Credit,Direct,1.36,2.65599320696203,,-0.964932289034807,S0000374,67,False,0
259,41.0,0.0,4.0,88.828,35.0,1.0,1.0,afternoon,0.0,Desktop,PayPal,Direct,1.52,1.93944639557207,4.0,-0.975348846353522,S0000375,18,False,1
260,54.0,1.0,3.0,62.792,15.0,4.0,1.0,afternoon,0.0,Mobile,PayPal,Search_engine,9.04,1.73819294542883,0.0,-0.339938771308575,S0000378,12,False,1
261,24.0,0.0,3.0,585.984,12.0,3.0,4.0,evening,0.0,Mobile,Cash,Search_engine,1.27,1.53465297459096,1.0,0.908106660664915,S0000379,57,False,0
262,,1.0,0.0,70.179,29.0,2.0,5.0,afternoon,0.0,Desktop,PayPal,Email,1.94,3.83872743502594,4.0,-0.686918770291505,S0000382,41,True,0
263,,1.0,3.0,434.631,35.0,1.0,0.0,morning,1.0,Desktop,Cash,Social_media,2.77,1.04659143959114,5.0,-0.834141574402865,S0000383,56,False,1
264,,1.0,1.0,818.487,14.0,3.0,5.0,evening,0.0,Desktop,Cash,Ads,1.15,0.267592906673803,6.0,0.996673098601767,S0000384,37,True,0
265,29.0,1.0,2.0,907.764,47.0,2.0,2.0,,0.0,Mobile,Cash,Email,6.89,0.29818879797456,1.0,0.165091591033273,S0000386,64,False,0
266,31.0,1.0,5.0,602.113,44.0,1.0,11.0,evening,0.0,Mobile,Cash,Ads,6.73,,2.0,0.894269828051513,S0000387,1,False,0
267,21.0,0.0,5.0,179.277,32.0,4.0,2.0,morning,1.0,Desktop,PayPal,Ads,6.46,4.00747966450845,3.0,-0.509888673926745,S0000388,10,False,1
268,44.0,0.0,,979.802,37.0,2.0,2.0,afternoon,0.0,Mobile,Bank,Ads,4.86,5.8122617724186,4.0,-0.855424207378865,S0000389,66,False,0
269,31.0,1.0,3.0,79.808,24.0,1.0,5.0,evening,0.0,Mobile,Credit,Search_engine,4.28,2.48076864544067,5.0,-0.961438313370056,S0000390,68,False,0
270,,0.0,2.0,64.805,19.0,4.0,7.0,evening,0.0,Mobile,Bank,Email,12.99,2.91501707447392,0.0,-0.442769525779194,S0000392,29,True,0
271,,1.0,5.0,554.505,26.0,0.0,2.0,evening,1.0,Desktop,Cash,Search_engine,3.73,1.68496200638719,1.0,-0.572943850909534,S0000393,54,False,1
272,39.0,1.0,4.0,960.737,2.0,2.0,4.0,afternoon,1.0,Tablet,PayPal,Social_media,3.08,0.130701264800688,2.0,0.0327914537406511,S0000394,22,False,0
273,41.0,1.0,4.0,79.107,20.0,2.0,4.0,evening,1.0,Mobile,Cash,Email,4.12,1.27971898690704,3.0,-0.95000149324315,S0000395,42,True,1
274,36.0,1.0,3.0,828.827,39.0,3.0,4.0,afternoon,0.0,Desktop,PayPal,Search_engine,11.52,1.8640044158066,5.0,0.88098753556156,S0000397,1,False,0
275,33.0,0.0,2.0,916.134,16.0,2.0,3.0,morning,0.0,Mobile,Credit,Email,3.15,3.36126155180869,6.0,0.58983207572257,S0000398,53,False,0
276,27.0,1.0,1.0,471.169,34.0,4.0,3.0,afternoon,1.0,Desktop,Credit,Direct,1.04,,0.0,0.864077266907335,S0000399,42,True,0
277,,1.0,4.0,452.731,16.0,3.0,0.0,afternoon,1.0,Mobile,Bank,Social_media,4.36,2.98768227797006,2.0,0.0189798537849826,S0000401,47,True,1
278,,1.0,6.0,911.377,27.0,2.0,4.0,afternoon,1.0,Desktop,Bank,Social_media,14.58,0.181913556260628,3.0,0.358418320542318,S0000402,53,False,1
279,24.0,1.0,6.0,,23.0,1.0,7.0,evening,1.0,Mobile,Credit,Ads,6.3,0.0471849887129509,4.0,0.689068994187212,S0000403,69,False,0
280,19.0,1.0,4.0,984.942,50.0,2.0,13.0,morning,1.0,Desktop,PayPal,Social_media,7.46,2.69112212516402,5.0,-0.966679494038165,S0000404,5,False,0
281,22.0,1.0,4.0,644.563,4.0,1.0,4.0,evening,0.0,Mobile,Cash,Direct,0.87,2.70422012655783,6.0,-0.949467949741766,S0000405,56,False,0
282,25.0,1.0,6.0,161.914,35.0,2.0,3.0,afternoon,0.0,Mobile,PayPal,Ads,6.91,1.28687361920336,0.0,0.416466942859433,S0000406,24,False,1
283,18.0,1.0,3.0,323.554,20.0,4.0,7.0,evening,0.0,Mobile,Credit,Email,0.66,1.05957309749711,1.0,-0.767116235244942,S0000407,5,False,0
284,48.0,0.0,2.0,402.698,29.0,2.0,5.0,afternoon,0.0,Mobile,Credit,Social_media,2.53,3.17253432512068,2.0,-0.371814170578075,S0000408,54,False,0
285,,0.0,0.0,969.443,12.0,2.0,1.0,morning,0.0,Desktop,PayPal,Social_media,4.56,1.3358039263666,3.0,-0.435748158409266,S0000409,9,False,0
286,,1.0,4.0,311.336,29.0,,1.0,evening,1.0,Mobile,PayPal,Search_engine,4.59,2.91038892012333,4.0,-0.999843627121117,S0000410,5,False,1
287,24.0,,1.0,487.957,17.0,0.0,3.0,evening,1.0,Mobile,Credit,Ads,2.0,0.0941906040262467,5.0,0.919029619346914,S0000411,67,False,0
288,46.0,0.0,5.0,,,2.0,3.0,morning,0.0,Tablet,Cash,Search_engine,4.84,4.38525577978991,6.0,0.903684419282116,S0000412,34,True,1
289,32.0,0.0,3.0,106.674,29.0,3.0,3.0,evening,1.0,Tablet,Bank,Social_media,2.22,1.99626388001264,1.0,-0.349326264933681,S0000414,50,True,1
290,,1.0,2.0,22.334,41.0,4.0,,afternoon,0.0,Desktop,Cash,Social_media,3.46,2.95089962212108,2.0,0.946036332685956,S0000415,38,True,1
291,22.0,0.0,1.0,90.823,5.0,4.0,0.0,evening,0.0,Desktop,Credit,Ads,1.11,1.2937077977426,3.0,-0.944956976251675,S0000416,2,False,1
292,25.0,0.0,1.0,416.345,26.0,1.0,3.0,afternoon,0.0,Mobile,Credit,Direct,5.42,3.47336182001797,4.0,-0.908269511471167,S0000417,35,True,0
293,26.0,0.0,3.0,529.678,32.0,4.0,9.0,afternoon,0.0,Mobile,PayPal,Social_media,9.89,2.96136575887874,5.0,-0.913669212509459,S0000418,49,True,0
294,24.0,1.0,2.0,114.512,11.0,4.0,2.0,morning,0.0,Tablet,Cash,Ads,3.37,0.822021058185324,6.0,0.0785115875619985,S0000419,7,False,0
295,36.0,1.0,2.0,125.729,26.0,,9.0,afternoon,,Mobile,Cash,Social_media,6.26,2.82553544184821,0.0,0.645562152150995,S0000420,31,True,0
296,21.0,0.0,2.0,333.829,17.0,1.0,4.0,morning,0.0,,PayPal,Social_media,5.62,1.87241303094692,3.0,-0.298862416743595,S0000423,10,False,0
297,40.0,0.0,4.0,319.01,42.0,1.0,8.0,evening,0.0,Mobile,Cash,Direct,6.99,1.99199490522153,4.0,-0.903032861135987,S0000424,11,False,0
298,35.0,0.0,6.0,395.14,5.0,4.0,1.0,morning,1.0,Mobile,Cash,Email,3.26,0.331527176347907,5.0,0.0389165230540153,S0000425,25,True,1
299,35.0,0.0,6.0,883.036,29.0,3.0,2.0,afternoon,0.0,Mobile,Cash,Ads,8.98,1.16342223199264,1.0,-0.934882147706531,S0000428,61,False,1
300,37.0,1.0,2.0,316.337,22.0,2.0,2.0,evening,1.0,Mobile,Credit,Search_engine,15.16,1.95737270655653,3.0,-0.956651357412921,S0000430,15,False,0
301,27.0,1.0,4.0,939.849,43.0,0.0,6.0,afternoon,0.0,Tablet,PayPal,Ads,10.41,2.85919098118586,4.0,0.929568925654821,S0000431,20,False,0
302,54.0,1.0,3.0,617.045,45.0,1.0,9.0,morning,0.0,,Credit,Ads,2.85,1.84795804738043,5.0,0.273703444142132,S0000432,5,False,0
303,19.0,1.0,4.0,580.584,11.0,1.0,1.0,evening,0.0,Desktop,Credit,Email,8.65,2.35309774600045,2.0,0.743801613341084,S0000436,6,False,1
304,65.0,1.0,3.0,180.835,38.0,4.0,8.0,morning,1.0,Mobile,Credit,Social_media,3.0,1.75443948688548,4.0,-0.582345505743004,S0000438,3,False,0
305,20.0,1.0,3.0,272.869,34.0,1.0,2.0,morning,0.0,Desktop,Cash,Email,3.07,0.0747533923656674,6.0,0.521471321378517,S0000440,38,True,1
306,55.0,0.0,2.0,173.27,1.0,2.0,4.0,afternoon,0.0,Desktop,PayPal,Search_engine,2.53,3.93276814093897,0.0,-0.199975729954738,S0000441,21,False,0
307,36.0,1.0,2.0,859.158,5.0,1.0,2.0,evening,0.0,Desktop,Credit,Social_media,0.0,3.87786831165346,1.0,-0.570496449405368,S0000442,70,False,0
308,,0.0,4.0,130.384,38.0,4.0,0.0,afternoon,1.0,Mobile,PayPal,Email,10.64,1.34627323084439,3.0,0.819403856990605,S0000444,56,False,1
309,19.0,1.0,2.0,484.488,41.0,4.0,3.0,evening,,Desktop,Bank,Social_media,7.75,1.34726372307594,5.0,0.977514629103134,S0000446,66,False,0
311,24.0,0.0,3.0,50.617,46.0,0.0,,afternoon,0.0,Mobile,Cash,Search_engine,7.98,2.68535600569633,1.0,0.323605068832312,S0000449,44,True,1
312,65.0,0.0,1.0,809.463,5.0,4.0,2.0,morning,1.0,Desktop,Credit,Direct,,3.95674242618806,3.0,0.834855107396974,S0000451,31,True,1
313,23.0,0.0,3.0,300.37,9.0,0.0,2.0,evening,0.0,Mobile,Credit,Ads,0.3,3.05677906626936,4.0,-0.830084363318474,S0000452,19,False,0
314,23.0,1.0,1.0,79.262,7.0,2.0,2.0,morning,1.0,Mobile,Credit,Social_media,2.86,3.80552300729657,5.0,,S0000453,42,True,1
315,19.0,1.0,1.0,13.595,18.0,1.0,0.0,afternoon,1.0,Mobile,Cash,Social_media,8.93,0.441474730059459,0.0,0.685490939867132,S0000455,34,True,1
316,57.0,1.0,2.0,868.749,25.0,2.0,2.0,afternoon,0.0,Desktop,PayPal,Search_engine,4.42,1.45882699720381,2.0,-0.908609912891018,S0000457,34,True,1
317,24.0,0.0,5.0,878.367,45.0,0.0,0.0,morning,0.0,Mobile,Cash,Ads,5.09,1.38565276930589,5.0,,S0000460,66,False,1
318,65.0,1.0,2.0,164.379,7.0,1.0,4.0,afternoon,0.0,Desktop,Credit,Ads,6.15,1.42244773868931,6.0,0.288453503909073,S0000461,53,False,0
319,25.0,,2.0,607.768,33.0,0.0,6.0,evening,,Mobile,Bank,Search_engine,,,0.0,0.712202137756652,S0000462,6,False,0
320,24.0,0.0,3.0,969.903,8.0,4.0,3.0,evening,1.0,Mobile,Cash,Search_engine,4.44,2.92596626645906,1.0,-0.45860512587443,S0000463,58,False,0
321,36.0,0.0,3.0,519.11,23.0,3.0,8.0,evening,0.0,Tablet,Bank,Social_media,5.71,3.84535221585991,2.0,-0.535509192258499,S0000464,16,False,0
322,49.0,0.0,0.0,177.952,13.0,4.0,3.0,afternoon,0.0,Desktop,Bank,Email,0.0,3.53258541917538,3.0,-0.445241777583884,S0000465,17,False,0
323,23.0,0.0,2.0,789.078,45.0,0.0,1.0,,1.0,Mobile,PayPal,Email,6.09,1.79129783434586,4.0,-0.144126781184603,S0000466,52,False,1
324,39.0,1.0,4.0,857.35,11.0,4.0,6.0,morning,1.0,Mobile,Cash,Direct,5.18,2.93214982928361,5.0,,S0000467,48,True,0
325,30.0,1.0,4.0,823.206,40.0,4.0,0.0,morning,0.0,Mobile,Cash,Search_engine,6.31,,6.0,0.98374091328242,S0000468,36,True,1
326,21.0,1.0,2.0,208.48,12.0,0.0,8.0,evening,1.0,Mobile,PayPal,Search_engine,10.48,0.263905732961526,0.0,-0.832800965747711,S0000469,6,False,0
327,36.0,1.0,1.0,,36.0,1.0,7.0,evening,0.0,Mobile,Bank,Search_engine,3.58,0.575494865471609,1.0,0.990365359556068,S0000470,63,False,0
328,51.0,0.0,2.0,872.603,26.0,3.0,2.0,morning,0.0,Desktop,Credit,Social_media,8.1,3.01961634932589,2.0,-0.976603328309302,S0000471,5,False,0
